agencyID,staffID,StaffAgencyID,Status,Status2,SOE,EOE,RehireDate,Position,OfficeStaff,FieldStaff,Person,Contractor,Title,FirstName,MiddleInitial,LastName,Suffix,Ethnicity,Income,Language,Marital,Sex,SSN,DOB,DOD,Address,Address2,AptNo,County,City,State,Zip,HomePhone,WorkPhone,MobilePhone,Fax,Email,API,NPI,OtherID1,OtherID2,Class,MilitaryStatus,Transportation,Compliant,CompliantThru,HomeLocation,IsManager,IsCoordinator,Coordinator,Manager
4227,384,101109,2,,8/6/2010 0:00,,,HHA,0,1,1,0,,Juanita,,Keller,,,,English,Married,2,978458157,5/18/1968 0:00,,69547 Warwick Ave.,,,Newport News City,Newport News,VA,23601,7578548877,,7572625897,,,,,,101109,,,,1,5/18/2012 0:00,,0,0,0,0
4227,385,101108,2,,10/8/2008 0:00,,,RN,0,1,1,0,-1,Annabelle,,Johnson,,,,,,0,836479847,,,,,,,,,,7572587894,,,,,,,,101108,,,,1,10/8/2011 0:00,,0,0,0,0
4227,386,101105,4,E,2/19/2010 0:00,3/20/2017 0:00,,PT,0,1,1,0,,Barry,,Henderson,,,,,,1,325487654,,,,,,Hampton City,Hampton,VA,23666,7572295648,,,,,,,,101105,,,,1,4/20/2012 0:00,,0,0,0,0
4227,387,101112,2,,8/15/2010 0:00,,,CNA,0,1,1,0,,Lily,,Miller,,,,,,2,654231478,,,,,,,,,,7572281647,,,,,,,,101112,,,,1,8/15/2012 0:00,,0,0,0,0
4227,388,101111,2,,5/28/2010 0:00,,,HHA,0,1,1,0,,Sally,,Long,,,,,,2,130505891,,,,,,,,,,7575962214,,,,,,,,101111,,,,1,10/1/2012 0:00,,0,0,0,0
4227,389,110117,2,,1/1/2001 0:00,,,RN,0,1,1,0,,Toni,,Sanchez,,,,,,2,,,,1007 Robin Road,,,Nassau,Franklin Square,NY,11010,5164878979,,,,,,,,110117,,,,0,,,0,0,0,0
4227,391,343434,4,E,1/1/2011 0:00,9/28/2011 0:00,,RN,0,1,1,0,-1,Toni,,Sanchez,,,,,,0,,,,,,,,,,,5167897894,,,,,,,,0,,,,0,,,0,0,0,0
4227,392,101114,2,,1/1/2011 0:00,,,OFC,1,0,1,0,,Alec,,Miniero,,,,,,1,777888999,2/15/1984 0:00,,89 Main Street,,,Nassau,Franklin Square,NY,11010,,,,,,,,,101114,,,,1,12/31/2055 0:00,,0,0,0,0
4227,393,101115,2,,5/29/2017 0:00,,,HHA,0,1,1,0,,John,,Moore,,,,,,1,123565656,,,,,,,,,,5169997777,,,,,,,,101115,,,,0,,,1,0,380,419
4227,394,101104,2,,9/28/2011 0:00,,,HHA,0,1,1,0,Mr.,Charles,,Gibbs,,,,,,1,222222212,,,,,,,,,,,,,,,,,,101104,,,,1,12/31/2055 0:00,,0,0,0,0
4227,395,101116,2,,1/1/2011 0:00,,,HHA,0,1,1,0,-1,Thomas,,Sanchez,,,,,,0,258784567,,,,,,,,,,5168797989,,,,,,,,101116,,,,1,12/31/2055 0:00,,0,0,0,0
4227,396,101113,2,,1/1/2001 0:00,,,HHA,0,1,1,0,,Henry,,Moore,,,,,,0,,,,123 Test,,,Nassau,Franklin Square,NY,11010,,,,,,,,,101113,,,,0,,,0,0,0,0
4227,397,101121,1,,,,,PT,0,1,0,0,,,,Texas Therapy Services,,,,,,0,574987987,,,,,,,,,,5477897988,,,,,,,,101121,,,,0,,,0,0,0,0
4227,398,345,2,,6/14/2010 0:00,,,HHA,0,1,1,0,,Sara,,Chin,,,,,,2,877478355,,,154-24 171st St.,,,Kings,Brooklyn,NY,11215,5168785487,,,,,,,,345,,,,1,5/17/2013 0:00,,0,0,0,0
4227,399,271,2,,5/17/2010 0:00,,,HHA,0,1,1,0,,Nancy,,Win,,,,English,,2,874785741,,,356-14 180th St.,,,Kings,Brooklyn,NY,11215,5135487815,,,,,,,,271,,,,1,7/18/2013 0:00,,0,0,0,0
4227,400,157,2,,8/17/2010 0:00,,,HHA,0,1,1,0,,Bonnie,,Sith,,,,,Married,2,154787478,5/18/1974 0:00,,325-B 28th Street,,,Kings,Brooklyn,NY,11214,5139784877,,,,,,,,157,,,,1,12/31/2055 0:00,,0,0,0,0
4227,401,124,2,,5/18/2009 0:00,,,HHA,0,1,1,0,,Janice,,White,,,,,,0,564891311,,,3251 Washington Ave.,,C,Kings,Brooklyn,NY,11215,5163594646,,,,,,,,124,,,,1,6/1/2012 0:00,,0,0,0,0
4227,402,348,2,,2/18/2011 0:00,,,HHA,0,1,1,0,,Herietta,,Swan,,,,English,,2,458123210,6/14/1984 0:00,,3258 Union Blvd,,5-G,Kings,Brooklyn,NY,11217,5169645613,,,,,,,,348,,,,0,10/20/2011 0:00,,0,0,0,0
4227,403,417,2,,3/25/2011 0:00,,,HHA,0,1,1,0,,Catherine,,Chi,,,,Chinese,Married,2,52115050,3/18/1981 0:00,,32635-58 121 St.,,,Kings,Brooklyn,NY,11218,5169754714,,,,,,,,417,,,,0,,,0,0,0,0
4227,404,384,2,,5/17/2010 0:00,,,HHA,0,1,1,0,,Jennifer,,Miller,,,,,,2,586878764,,,215-8 Walnut Ave.,,,Kings,Brooklyn,NY,11216,5193546715,,,,,,,,384,,,,1,5/17/2012 0:00,,0,0,0,0
4227,405,12345,2,,8/19/2009 0:00,,,HHA,0,1,1,0,,Faith,,Little,,,,,,2,257941673,,,5254-A St. James Pl,,,Kings,Brooklyn,NY,11217,5163568956,,,,,,,,171,,,,1,8/1/2012 0:00,,0,0,0,0
4227,406,167,2,,7/19/2009 0:00,,,HHA,0,1,1,0,,Rhonda,,Win,,,,,,2,248796477,,,2322-15 4th View blvd,,,Kings,Brooklyn,NY,11214,5163979669,,,,,,,,167,,,,1,11/15/2011 0:00,,0,0,0,0
4227,407,315,2,,2/19/2010 0:00,,,HHA,0,1,1,0,,Harold,,White,,,,,,1,533001145,,,325-9 Marshall Ave.,,,Kings,Brooklyn,NY,11219,5196324661,,,,,,,,315,,,,1,6/15/2012 0:00,,0,0,0,0
4227,408,254,2,,3/16/2010 0:00,,,HHA,0,1,1,0,,Marc,,Whitman,,,,,,1,646194723,,,2365 Whitestne Ave,,,Kings,Brooklyn,NY,11215,5163898126,,,,,,,,254,,,,1,3/19/2012 0:00,,0,0,0,0
4227,409,,1,,,,,CNA,0,1,1,0,-1,Sally,,Johnson,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,0,0,0,0
4227,410,,1,,,,,OT,0,1,1,0,-1,John,,Moore,,,,,,0,398349896,,,,,,,,,,3320494894,,,,,,,,0,,,,1,12/31/2055 0:00,,0,0,0,0
4227,411,987654321,2,,5/1/2011 0:00,,,CNA,0,1,1,0,-1,Henrietta,,Anderson,,,,,,0,,,,,,,,,,,,,,,,,,,546798,,,,1,12/31/2055 0:00,,0,0,0,0
4227,412,324,2,,12/20/2011 0:00,,,CNA,0,1,1,0,,William,,Adkinson,,,,,,1,39432463,,,,,,,,,,7572327373,,,,,,,,324,,,,1,11/14/2012 0:00,,0,0,0,0
4227,413,23432,2,,11/15/2010 0:00,,,CNA,0,1,1,0,-1,Felix,,Sampson,,,,,,0,934532483,,,,,,,,,,7573423323,,,,,,,,23432,,,,1,11/15/2013 0:00,,0,0,0,0
4227,414,528,2,,1/23/2011 0:00,,,OFC,1,0,1,0,,Caitlin,A,Holmes,,,,English,,2,23456789,1/1/2019 0:00,,,,,,,,,,,,,,,,,528,,,,0,,,0,0,0,0
4227,415,529,2,,1/23/2011 0:00,,,OFC,1,0,1,0,-1,Carey,A,Holmes,,,,,,0,99876543,,,,,,,,,,,,,,,,,,529,,,,0,,,0,0,0,0
4227,416,8989,3,FMLA,1/24/2011 0:00,,,CNA,0,1,1,0,-1,Test,,1,,,,,,0,,,,,,,,,,,,,,,,,,,8989,,,,0,,,0,0,380,0
4227,417,12456748,2,,1/1/2010 0:00,,,CNA,0,1,0,0,,,,Toni Test Comp,,,,,,0,124789789,,,,,,,,,,5167787888,,,,,,,,12456748,,,,0,,,0,0,0,0
4227,418,123456789,2,,2/6/2010 0:00,,,OFC,1,0,1,0,-1,CHARLENE,,HOLMES,,,,,,0,,,,,,,,,,,,,,,,,,,123456789,,,,0,,,0,0,0,0
4227,419,40251234,2,,2/1/2012 0:00,,,RN,0,1,1,0,Mr.,Tom,,Dornseif,,,,,,0,123546895,,,,,,,,,,,,,,,,,,140251234,,,,1,5/21/2013 0:00,,1,0,0,419
4227,420,1111473,2,,2/27/2012 0:00,,,RN,0,1,1,0,,DonOneRN,,Spoc,,,,,,0,,,,,,,,,,,,,,,,,,,1111473,,,,0,,,1,0,0,0
4227,421,3012345,2,,2/1/2012 0:00,,,HHA,0,1,1,0,,Ralph2,,Spoc,,,,,,0,,,,,,,,,,,1111111111,,,,aaa@aaa.com,,,,,,,,0,,,1,0,0,0
4227,422,,2,,3/11/2012 0:00,,,RN,0,1,1,0,,Tom,,Spoc,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,1,0,0,0
4227,423,36083608,2,,2/27/2012 0:00,,,HHA,0,1,1,0,,Don,,Siddell,,,,,,0,16567134,,,26 Harbor Park Dr.,,,Nassau,Port Washington,NY,11050,5164844400,,1111111111,,,,,,36083608,,,,0,,,1,0,0,0
4227,424,,2,,2/27/2012 0:00,,,RN,0,1,1,0,-1,Dave,,Spock,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,1,0,0,0
4227,425,7654123,2,,3/11/2012 0:00,,,RN,0,1,1,0,,Dave,Q,Spoc,,,,,,0,,,,,,,,,,,,,,,,,,,7654123,,,,0,,,1,0,0,0
4227,426,987612345,2,,3/11/2012 0:00,,,RN,0,1,1,0,-1,Venkat,,Spoc,,,,,,0,,,,,,,,,,,,,,,,,,,987612345,,,,0,,,1,0,0,0
4227,427,123456798,2,,3/9/2012 0:00,,,RN,0,1,1,0,Mr.,Thomas,,Spoc,,,,,,0,,1/1/1969 0:00,,,,,,,,,,,,,,,,,123456798,,,,0,,,1,0,0,0
4227,428,9012345,2,,3/11/2012 0:00,,,HHW,0,1,1,0,,Ralph,,Spoc,,,,,,0,,,,,,,,,,,,,,,,,,,9012345,,,,0,,,1,0,0,0
4227,429,,2,,3/11/2012 0:00,,,RN,0,1,1,0,-1,Locationless,,Spoc,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,1,0,0,0
4227,430,,2,,3/11/2012 0:00,,,RN,0,1,1,0,-1,Stan,,Mandel,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,1,0,0,0
4227,431,9012345,2,,4/5/2012 0:00,,,HHA,0,1,1,0,,Ralph,,Spoc3,,,,,,1,,,,,,,,,,,,,,,,,,,90123,,,,0,,,1,0,380,380
4227,432,110118,2,,8/9/2012 0:00,,,HHA,0,1,1,0,,Charlie,,Emu,,,,,,0,,6/22/1959 0:00,,,,,,,,,5165921289,,,,CRogers@sandata.com,,,,110118,,,,1,9/4/2020 0:00,,1,1,0,0
4227,433,,1,,,,,RN,0,1,1,0,-1,Ralph,,Spock,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,0,0,0,0
4227,434,9012345,2,,4/29/2013 0:00,,,RN,0,1,1,0,Mr.,Ralph,,Spock,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,0,,,1,0,380,428
4227,435,,1,,,,,MGR,1,1,1,0,-1,Dave,,Manager,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,1,12/31/2055 0:00,,0,0,0,0
4227,436,,1,,,,,MGR,1,1,1,0,-1,Dave,,Manager,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,0,0,0,0
4227,437,1234304,2,,8/31/2012 0:00,,,CNA,0,1,0,1,,Wilcomp,F,KMSHTRan,,,,,,1,121100012,9/23/1995 0:00,,73 Green Nobel Avenue,2325 Old Buckroe Rd,18,Tan Binh,HCM,NY,70000,7578512140,,7578512145,,vntest@mail.com,,,,1234304,,,,0,,,1,1,0,0
4227,438,,1,,,,,CNA,0,1,1,0,Mr.,Test,,1,,,,,,0,637546767,,,,,,,,,,,,,,,,,,637546767,,,,0,,,0,0,0,0
4227,439,83800,2,,1/1/2015 0:00,,,HHA,0,1,1,0,,SUNG BOON,,HONG,,,,,,2,111222333,1/1/1980 0:00,,130 N GARLAND CT,2502,,,CHICAGO,IL,60610,7738370718,,,,test@test.com,,,,83800,,,,0,,NY,0,0,0,0
4227,440,987654321,2,,4/1/2011 0:00,,,CNA,0,1,1,0,,Russell,D,Westbrook,,,,,,1,111111111,12/3/1987 0:00,,123 Heights Ave.,,,,New York,NY,12345,1234567890,,,,vntest@mail.com,,,,987654321,,,,0,,,0,0,0,0
4227,441,,3,FMLA,,,,OFC,1,0,1,0,Mr.,Nguyen,,Le,,,,,,0,546547568,,,,,,,,,,4576453765,,,,,,,,546547568,,,,0,,,0,0,0,0
4227,442,,3,FMLA,4/29/2015 0:00,,,CNA,0,1,1,0,-1,A,,Tran,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,0,0,380,0
4227,446,888555999,2,,2/28/2015 0:00,,,HHA,0,1,1,0,,Visit,,EmployeeTest,,,,,,2,111111111,10/26/1959 0:00,,123 Fake St.,,,,FakeTown,NY,12345,7738370718,,,,test@test.com,,,,888555999,,,,0,,,0,1,0,0
4227,448,,2,,6/3/2015 0:00,,,CNA,0,1,1,0,Mr.,Nam Staff,,Florida Medicaid,,,,,,0,121212121,,,,,,,,,,,,,,,,,,121212121,,,,0,,,0,0,380,0
4227,451,121564,2,,1/1/2014 0:00,,,HHA,0,1,1,0,-1,1,,KMS,,,,,,0,789978787,,,,,,,,,,,,,,,,,,789978787,,,,0,,,0,0,0,0
4227,452,115,2,,1/1/2015 0:00,,1/14/2016 0:00,HHA,0,1,1,0,-1,test1,,KMS,,,,,,0,123154854,,,,,,,,,,,,,,,,,,123154854,,,,0,,NY,0,0,0,0
4227,453,erwe7,2,,7/28/2015 0:00,,,CNA,0,1,1,0,Mrs.,Nghiep,T,Nguyen Staff,,,,,,0,789546623,8/7/1987 0:00,,,,,,,,785466356,4555655662,,,,nghiep@nguyen.com,,,,789546623,,,,0,,NY,0,1,0,0
4227,454,2321,2,,1/1/2015 0:00,,1/18/2016 0:00,TEST,0,1,1,0,-1,staff01,,AKMS,,,,,,0,547646538,,,,,,,,,,7456765476,,,,,,,,547646538,,,,1,12/31/2055 0:00,,0,0,0,0
4227,455,cxcwser42,2,,12/1/2014 0:00,,,HHA,0,1,1,0,-1,Staff14122015V1,,KMS,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,0,0,0,0
4227,456,13011301,2,,2/28/2015 0:00,,,HHA,0,1,1,0,,KMS,,EmployeeTest,,,,,,2,111111111,10/26/1959 0:00,,123 Fake St.,,,,FakeTown,NY,12345,7738370718,,,,test@test.com,,,,13011301,,,,0,,,0,1,0,423
4227,457,131313131,2,,2/28/2015 0:00,,,HHA,0,1,1,0,,KMS,,EmployeeTest,,,,,,2,111111111,10/26/1959 0:00,,123 Fake St.,,,,FakeTown,NY,12345,1234567890,,,,test@test.com,,,,131313131,,,,0,,,0,0,0,0
4227,458,131313132,2,,2/28/2015 0:00,,,HHA,0,1,1,0,,KMS,,EmployeeTest1,,,,,,2,111111111,10/26/1959 0:00,,123 Fake St.,,,,FakeTown,NY,12345,1234567890,,,,test@test.com,,,,131313132,,,,0,,,0,1,0,0
4227,459,131313133,2,,2/28/2016 0:00,,,HHA,0,1,1,0,,KMS,,EmployeeTest2,,,,,,1,111111111,10/26/1959 0:00,,123 Fake St.,,,,FakeTown,NY,12345,1234567890,,,,test@test1.com,,,,131313133,,,,0,,,0,1,0,0
4227,460,131313134,2,,2/28/2016 0:00,,,HHA,0,1,1,0,,KMS,,EmployeeTest3,,,,,,1,111111111,10/26/1959 0:00,,123 Fake St.,,,,FakeTown,NY,12345,1234067890,,,,test@test1.com,,,,131313134,,,,0,,,0,1,0,0
4227,461,131313113,2,,2/28/2016 0:00,,,HHA,0,1,1,0,,KMS,,StaffTest3,,,,,,1,111111111,11/26/1959 0:00,,123 Fake St.,,,,FakeTown,NY,12345,1234067891,,,,test@test2.com,,,,131313113,,,,0,,,0,0,0,0
4227,462,131313991,2,,1/28/2016 0:00,,,HHA,0,1,1,0,,KMS,,HuyStaffTest,,,,,,1,111111111,11/26/1960 0:00,,123 Fake St.,,,,FakeTown,NY,12345,1234067891,,,,huy@huy.com,,,,131313991,,,,0,,,0,0,0,0
4227,463,131313992,2,,1/2/2016 0:00,,,HHA,0,1,1,0,,KMS,,HuyStaffTest1,,,,,,1,111111111,1/26/1960 0:00,,123 Fake St.,,,,FakeTown,NY,12345,1234067891,,,,huy@huy1.com,,,,131313992,,,,0,,,0,1,0,0
4227,464,131313882,2,,1/28/2016 0:00,,,HHA,0,1,1,0,,KMS,,HuyStaffTest2,,,,,,1,111111111,11/26/1960 0:00,,123 Fake St.,,,,FakeTown,NY,12345,1134067891,,,,huy@2.com,,,,131313882,,,,0,,,0,0,0,0
4227,465,131313883,2,,12/2/2015 0:00,,,HHA,0,1,1,0,,KMS,,HuyStaffTest3,,,,,,1,111111111,1/26/1965 0:00,,123 Fake St.,,,,FakeTown,NY,12345,1231067890,,,,huy@3.com,,,,131313883,,,,0,,,0,0,0,0
4227,466,896544569,2,,8/13/2015 0:00,,,HHA,0,1,1,0,,De'marco,,Murray-Simmons,,,,,,1,111222333,10/26/1979 0:00,,123 Landover Dr,,,,New York,NY,12345,5555554632,,,,test@test.com,,,,896544569,,,,0,,SS,0,0,0,0
4227,467,130192,2,,2/23/2017 0:00,,,HHA,0,1,1,0,,KMS,,HuyStaffTestSchedule,,,,,,1,123456789,2/23/2017 0:00,,123 Fake St.,,,,FakeTown,NY,12345,1134067891,,,,huy@2.com,,,,130192,,,,0,,,0,0,0,0
4227,469,1301921,1,,,,,HHA,0,1,1,0,,KMS,,HuyStaffTestStatus,,,,,,1,123456789,11/26/1960 0:00,,123 Fake St.,,,,FakeTown,NY,12345,1134067891,,,,huy@2.com,,,,1301921,,,,0,,,0,0,0,0
4227,470,1301922,2,,1/1/2016 0:00,,,HHA,0,1,1,0,,KMS,,HuyStaffTestStatus,,,,,,1,123456789,11/26/1960 0:00,,123 Fake St.,,,,FakeTown,NY,12345,1134067891,,,,huy@2.com,,,,1301922,,,,0,,,0,0,0,0
4227,471,1301923,4,,1/1/2016 0:00,9/1/2016 0:00,,HHA,0,1,1,0,,KMS,,HuyStaffTestStatus,,,,,,1,123456789,11/26/1960 0:00,,123 Fake St.,,,,FakeTown,NY,12345,1134067891,,,,huy@2.com,,,,1301923,,,,0,,,0,0,0,0
4227,472,1301924,1,,,,,HHA,0,1,1,0,,KMS,,HuyStaffTestStatus4,,,,,,1,123456789,11/26/1960 0:00,,123 Fake St.,,,,FakeTown,NY,12345,1134067891,,,,huy@2.com,,,,1301924,,,,0,,,0,0,0,0
4227,473,130193,2,,1/28/2016 0:00,,,HHA,0,1,1,0,,KMS,,HuyStaffTestSchedule,,,,,,1,123456789,11/26/1960 0:00,,123 Fake St.,,,,FakeTown,NY,12345,1134067891,,,,huy@2.com,,,,130193,,,,0,,,0,0,0,0
4227,474,130194,2,,1/28/2016 0:00,,,HHA,0,1,1,0,,KMS,,StaffTestSchedule4,,,,,,1,123456789,11/26/1960 0:00,,123 Fake St.,,,,FakeTown,NY,12345,1134067891,,,,huy@2.com,,,,130194,,,,0,,,0,0,0,0
4227,475,130195,2,,1/28/2016 0:00,,,HHA,0,1,1,0,,KMS,,HuyStaffTestSchedule5,,,,,,1,123456789,11/26/1960 0:00,,123 Fake St.,,,,FakeTown,NY,12345,1134067891,,,,huy@2.com,,,,130195,,,,0,,,0,0,0,0
4227,476,130196,2,,1/28/2016 0:00,,,HHA,0,1,1,0,,KMS,,HuyStaffTestSchedule6,,,,,,1,123456789,11/26/1960 0:00,,123 Fake St.,,,,FakeTown,NY,12345,1134067891,,,,huy@2.com,,,,130196,,,,0,,,0,0,0,0
4227,477,130197,2,,1/28/2016 0:00,,,HHA,0,1,1,0,,KMS,,HuyStaffTestSchedule7,,,,,,1,123456789,11/26/1960 0:00,,123 Fake St.,,,,FakeTown,NY,12345,1134067891,,,,huy@2.com,,,,130197,,,,0,,,0,0,0,0
4227,478,130198,2,,1/28/2016 0:00,,,HHA,0,1,1,0,,KMS,,HuyStaffTestSchedule8,,,,,,1,123456789,11/26/1960 0:00,,123 Fake St.,,,,FakeTown,NY,12345,1134067891,,,,huy@2.com,,,,130198,,,,0,,,0,0,0,0
4227,479,130199,2,,1/28/2016 0:00,,,HHA,0,1,1,0,,KMS,,HuyStaffTestSchedule9,,,,,,1,123456789,11/26/1960 0:00,,123 Fake St.,,,,FakeTown,NY,12345,1134067891,,,,huy@2.com,,,,130199,,,,0,,,0,0,0,0
4227,480,13019401,2,,1/28/2016 0:00,,,HHA,0,1,1,0,,KMS,,HuyStaffTestSchedule5,,,,,,1,123456789,11/26/1960 0:00,,123 Fake St.,,,,FakeTown,NY,12345,1134067891,,,,huy@2.com,,,,13019401,,,,0,,,0,0,0,0
4227,481,130207015,2,,1/28/2016 0:00,,,HHA,0,1,1,0,,KMS,,HuyStaffTest002,,,,,,1,123456789,11/26/1960 0:00,,123 Fake St.,,,,FakeTown,NY,12345,1134067891,,,,huy@2.com,,,,,,,,0,,,0,0,0,0
4227,482,130207016,2,,1/28/2016 0:00,,,HHA,0,1,1,0,,KMS,,HuyStaffTest002,,,,,,1,123456789,11/26/1960 0:00,,123 Fake St.,,,,FakeTown,NY,12345,1134067891,,,,huy@2.com,,,,,,,,0,,,0,0,0,0
4227,483,8675309,1,,,1/1/2017 0:00,,HHA,0,1,1,0,,Avon,,Barksdale,,,,,,1,286753091,1/1/1980 0:00,,130 N GARLAND CT,2502,,,CHICAGO,IL,60610,7738370718,,,,test@test.com,,,,,,,,0,,NY,0,0,0,0
4227,484,130207020,2,,1/28/2016 0:00,,,HHA,0,1,1,0,,KMS,,SannStaffTest001,,,,,,1,123456789,11/26/1960 0:00,,123 CongHoa St.,,,,Tan Binh,NY,12345,5544332211,,,,sann@kmsss.com,,,,,,,,0,,,0,0,0,0
4227,485,130207021,2,,1/28/2016 0:00,,,HHA,0,1,1,0,,KMS,,SannStaffTest002,,,,,,1,987654321,11/26/1960 0:00,,123 CongHoa St.,,,,Tan Binh,NY,12345,1122334455,,,,sann@kmsss.com,,,,,,,,0,,,0,0,0,0
4227,488,130207018,2,,1/28/2016 0:00,,,HHA,0,1,1,0,,KMS,,HuyStaffTest002,,,,,,1,123456789,11/26/1960 0:00,,123 Fake St.,,,,FakeTown,NY,12345,1134067891,,,,huy@2.com,,,,,,,,0,,,0,0,0,0
4227,490,13020707,2,,1/28/2016 0:00,,,HHA,0,1,1,0,,KMS,,HuyStaffTest002,,,,,,1,123456789,11/26/1960 0:00,,123 Fake St.,,,,FakeTown,NY,12345,1134067891,,,,huy@2.com,,,,,,,,0,,,0,0,0,0
4227,487,130207014,2,,1/28/2016 0:00,,,HHA,0,1,1,0,,KMS,,HuyStaffTest002,,,,,,1,123456789,11/26/1960 0:00,,123 Fake St.,,,,FakeTown,NY,12345,1134067891,,,,huy@2.com,,,,,,,,0,,,0,0,0,0
4227,489,130207019,2,,1/28/2016 0:00,,,HHA,0,1,1,0,,KMS,,HuyStaffTest002,,,,,,1,123456789,11/26/1960 0:00,,123 Fake St.,,,,FakeTown,NY,12345,1134067891,,,,huy@2.com,,,,,,,,0,,,0,0,0,0
4227,491,13020708,2,,1/28/2016 0:00,,,HHA,0,1,1,0,,KMS,,HuyStaffTest002,,,,,,1,123456789,11/26/1960 0:00,,123 Fake St.,,,,FakeTown,NY,12345,1134067891,,,,huy@2.com,,,,,,,,0,,,0,0,0,0
